# rows 962
xG,yG,dxR,dyR,dxB,dyB,xG2,yG2,xG3,yG3
0.5824,0.6389,-0.1879,-0.1199,-0.8669,-0.8235,0.33917,0.4081,0.197530,0.2607
0.5829,0.6016,-0.2728,-0.1336,-0.8865,-0.9457,0.33978,0.3619,0.198061,0.2178
0.5834,0.5645,-0.1860,-0.1523,-0.8018,-0.9585,0.34040,0.3187,0.198604,0.1799
0.5839,0.5275,-0.0817,-0.0574,-0.9615,-0.9814,0.34100,0.2783,0.199124,0.1468
0.5845,0.4905,-0.1015,0.0077,-0.9639,-0.9848,0.34164,0.2406,0.199687,0.1180
0.5851,0.4537,0.0459,-0.0294,-0.8327,-0.9804,0.34230,0.2058,0.200264,0.0934
0.5856,0.4170,-0.1179,0.0428,-0.9476,-0.9091,0.34293,0.1739,0.200818,0.0725
0.5862,0.3804,-0.1811,0.0996,-0.9725,-1.0883,0.34361,0.1447,0.201418,0.0550
0.5867,0.3441,0.0032,0.2544,-0.8672,-1.0065,0.34426,0.1184,0.201988,0.0407
0.5873,0.3079,-0.2853,0.2115,-0.8996,-1.0912,0.34489,0.0948,0.202548,0.0292
0.5878,0.2717,-0.1248,0.2346,-0.8669,-1.0502,0.34554,0.0738,0.203116,0.0201
0.5884,0.2355,-0.2353,0.3584,-0.9336,-1.1803,0.34616,0.0555,0.203665,0.0131
0.5889,0.1992,-0.0489,0.2800,-0.9504,-1.0468,0.34683,0.0397,0.204254,0.0079
0.5895,0.1631,-0.1912,0.4694,-0.9805,-1.2308,0.34749,0.0266,0.204836,0.0043
0.5900,0.1269,-0.1461,0.4554,-0.9424,-1.1060,0.34815,0.0161,0.205419,0.0020
0.5906,0.0909,-0.2690,0.4504,-0.9457,-1.2366,0.34881,0.0083,0.206008,0.0008
0.5912,0.0549,-0.1882,0.3838,-0.7379,-1.1711,0.34947,0.0030,0.206593,0.0002
0.6038,0.9796,-0.2778,-0.5423,-0.8171,-0.8088,0.36457,0.9595,0.220123,0.9399
0.6042,0.9407,-0.1342,-0.5918,-0.8755,-1.0849,0.36512,0.8850,0.220621,0.8325
0.6047,0.9056,-0.2925,-0.4170,-0.8834,-0.7468,0.36571,0.8201,0.221163,0.7427
0.6052,0.8672,-0.1309,-0.4270,-0.8097,-0.9811,0.36623,0.7520,0.221633,0.6521
0.6056,0.8289,-0.1482,-0.3419,-0.8788,-0.7899,0.36676,0.6870,0.222116,0.5694
0.6061,0.7907,-0.1243,-0.2103,-0.8832,-0.7594,0.36731,0.6252,0.222611,0.4943
0.6065,0.7526,-0.2577,-0.2258,-1.0279,-0.8480,0.36785,0.5664,0.223107,0.4263
0.6070,0.7148,-0.1666,-0.2793,-0.9564,-0.8982,0.36839,0.5109,0.223595,0.3652
0.6074,0.6772,-0.2298,-0.2354,-0.7579,-0.9837,0.36889,0.4586,0.224053,0.3106
0.6078,0.6398,-0.2104,-0.2039,-0.8669,-1.0672,0.36947,0.4094,0.224574,0.2619
0.6083,0.6026,-0.1918,-0.2197,-0.9401,-0.8719,0.37003,0.3631,0.225094,0.2188
0.6088,0.5655,-0.1187,-0.0780,-0.8637,-0.9018,0.37060,0.3198,0.225612,0.1808
0.6093,0.5284,-0.2366,-0.0646,-0.8783,-1.0525,0.37122,0.2792,0.226173,0.1476
0.6098,0.4914,-0.3163,-0.0170,-0.8566,-1.0741,0.37181,0.2415,0.226713,0.1187
0.6103,0.4546,-0.1271,0.0869,-0.7704,-0.9155,0.37242,0.2066,0.227271,0.0939
0.6108,0.4179,-0.2729,0.0127,-0.9705,-1.0911,0.37305,0.1746,0.227854,0.0730
0.6113,0.3813,-0.2437,0.1283,-0.7615,-1.0902,0.37369,0.1454,0.228436,0.0554
0.6118,0.3450,-0.1364,0.3648,-0.8814,-1.0741,0.37432,0.1191,0.229017,0.0411
0.6123,0.3088,-0.2643,0.2122,-1.0343,-0.9603,0.37497,0.0954,0.229613,0.0295
0.6129,0.2726,-0.2276,0.2101,-0.8255,-1.0616,0.37559,0.0743,0.230183,0.0203
0.6134,0.2364,-0.2427,0.2279,-0.7085,-1.0944,0.37621,0.0559,0.230755,0.0132
0.6139,0.2000,-0.1803,0.3666,-0.8832,-1.2170,0.37684,0.0400,0.231335,0.0080
0.6144,0.1638,-0.1913,0.5023,-0.9028,-1.0254,0.37751,0.0268,0.231951,0.0044
0.6150,0.1276,-0.0080,0.4921,-0.8898,-1.2162,0.37822,0.0163,0.232601,0.0021
0.6155,0.0916,-0.1503,0.4593,-1.0144,-1.1792,0.37884,0.0084,0.233180,0.0008
0.6160,0.0556,-0.2198,0.6121,-0.7842,-1.0832,0.37949,0.0031,0.233778,0.0002
0.6297,0.9807,-0.3305,-0.4685,-0.7895,-0.7917,0.39656,0.9617,0.249730,0.9431
0.6301,0.9418,-0.2729,-0.5687,-0.7956,-0.9699,0.39705,0.8870,0.250187,0.8354
0.6305,0.9067,-0.2427,-0.3540,-0.9212,-0.8465,0.39756,0.8221,0.250671,0.7454
0.6309,0.8682,-0.2740,-0.4601,-1.0081,-0.8786,0.39804,0.7538,0.251123,0.6545
0.6313,0.8299,-0.2212,-0.2582,-0.9386,-0.7744,0.39852,0.6887,0.251579,0.5716
0.6317,0.7917,-0.3153,-0.3897,-1.0013,-0.9423,0.39901,0.6268,0.252040,0.4963
0.6321,0.7536,-0.2048,-0.3660,-1.0242,-1.0359,0.39951,0.5679,0.252519,0.4280
0.6325,0.7158,-0.2796,-0.3780,-1.0017,-0.9000,0.40002,0.5124,0.252997,0.3668
0.6329,0.6782,-0.2679,-0.0979,-0.9572,-0.8459,0.40050,0.4599,0.253460,0.3119
0.6332,0.6408,-0.2361,-0.1941,-0.9764,-0.9340,0.40099,0.4106,0.253918,0.2631
0.6336,0.6035,-0.2486,-0.0395,-0.9165,-0.9400,0.40150,0.3643,0.254409,0.2198
0.6341,0.5664,-0.2491,-0.0304,-0.7588,-0.9924,0.40209,0.3208,0.254965,0.1817
0.6345,0.5293,-0.2511,-0.1168,-0.7046,-0.8280,0.40260,0.2802,0.255452,0.1483
0.6350,0.4923,-0.3583,0.0437,-0.8520,-0.9149,0.40319,0.2424,0.256016,0.1193
0.6355,0.4555,-0.2988,0.0522,-0.8607,-1.1456,0.40381,0.2075,0.256610,0.0945
0.6359,0.4188,-0.1712,0.0547,-0.8207,-1.0899,0.40437,0.1754,0.257142,0.0734
0.6364,0.3822,-0.2106,0.1093,-1.0283,-1.0653,0.40501,0.1461,0.257746,0.0558
0.6369,0.3459,-0.3763,0.1248,-0.7337,-1.1509,0.40566,0.1197,0.258370,0.0414
0.6374,0.3097,-0.2947,0.3260,-0.8551,-1.1302,0.40623,0.0959,0.258914,0.0297
0.6378,0.2735,-0.2651,0.4199,-0.8763,-1.1151,0.40684,0.0748,0.259503,0.0205
0.6383,0.2372,-0.3212,0.3546,-0.9002,-1.1953,0.40746,0.0563,0.260096,0.0133
0.6388,0.2008,-0.1719,0.3639,-0.8004,-1.0701,0.40812,0.0403,0.260721,0.0081
0.6394,0.1645,-0.2868,0.2466,-0.7729,-1.1358,0.40879,0.0271,0.261372,0.0045
0.6399,0.1284,-0.2981,0.4219,-0.9046,-1.0214,0.40947,0.0165,0.262015,0.0021
0.6404,0.0924,-0.1667,0.5183,-0.8721,-1.1213,0.41009,0.0085,0.262614,0.0008
0.6409,0.0566,-0.1479,0.5104,-0.9599,-1.0204,0.41076,0.0032,0.263259,0.0002
0.6557,0.9817,-0.3154,-0.5513,-0.8089,-0.8072,0.42998,0.9638,0.281948,0.9462
0.6560,0.9429,-0.2965,-0.4327,-0.9146,-0.9777,0.43039,0.8891,0.282358,0.8383
0.6564,0.9078,-0.2150,-0.3778,-0.9438,-0.8359,0.43083,0.8240,0.282788,0.7480
0.6567,0.8693,-0.2467,-0.4699,-0.8248,-0.9616,0.43125,0.7557,0.283198,0.6569
0.6570,0.8310,-0.4112,-0.4108,-0.8237,-0.7264,0.43167,0.6905,0.283613,0.5738
0.6573,0.7927,-0.3162,-0.4045,-0.8565,-1.0375,0.43208,0.6284,0.284019,0.4982
0.6577,0.7546,-0.3638,-0.3410,-0.9986,-1.0706,0.43255,0.5694,0.284484,0.4297
0.6580,0.7168,-0.1766,-0.1764,-0.9034,-0.9336,0.43298,0.5138,0.284903,0.3683
0.6583,0.6792,-0.2644,-0.3076,-0.8744,-0.9466,0.43342,0.4613,0.285342,0.3133
0.6587,0.6417,-0.1957,-0.2072,-0.8426,-0.8509,0.43388,0.4118,0.285791,0.2643
0.6591,0.6045,-0.2586,-0.0648,-0.8052,-0.9994,0.43435,0.3654,0.286263,0.2209
0.6595,0.5674,-0.4154,-0.1786,-0.8738,-0.9758,0.43487,0.3219,0.286778,0.1826
0.6598,0.5303,-0.3612,-0.0032,-0.8260,-0.8471,0.43538,0.2812,0.287273,0.1491
0.6602,0.4932,-0.2561,0.1164,-0.8550,-0.8906,0.43591,0.2433,0.287807,0.1200
0.6607,0.4563,-0.1921,-0.0541,-0.7049,-1.0683,0.43648,0.2083,0.288368,0.0950
0.6611,0.4197,-0.2575,0.1597,-0.7687,-0.9776,0.43703,0.1761,0.288912,0.0739
0.6615,0.3832,-0.2254,0.2296,-0.7886,-1.0931,0.43760,0.1468,0.289480,0.0563
0.6620,0.3469,-0.2670,0.2199,-0.9623,-1.0213,0.43822,0.1203,0.290089,0.0417
0.6624,0.3106,-0.3459,0.1293,-0.8568,-1.0723,0.43880,0.0965,0.290671,0.0300
0.6629,0.2743,-0.3290,0.1739,-0.7230,-1.1723,0.43941,0.0752,0.291275,0.0206
0.6634,0.2380,-0.2125,0.2692,-0.8018,-1.0967,0.44005,0.0567,0.291915,0.0135
0.6638,0.2016,-0.2747,0.3571,-0.8915,-1.1962,0.44067,0.0406,0.292528,0.0082
0.6643,0.1653,-0.2718,0.4331,-0.8388,-1.2611,0.44133,0.0273,0.293183,0.0045
0.6648,0.1293,-0.3112,0.4978,-0.8040,-1.1226,0.44200,0.0167,0.293859,0.0022
0.6653,0.0934,-0.2991,0.5677,-0.7957,-1.0426,0.44261,0.0087,0.294468,0.0008
0.6658,0.0575,-0.2036,0.5860,-0.7652,-1.1306,0.44325,0.0033,0.295102,0.0002
0.6817,0.9829,-0.3477,-0.6285,-0.8236,-0.9628,0.46477,0.9660,0.316850,0.9495
0.6820,0.9440,-0.3074,-0.4910,-0.9841,-1.0071,0.46509,0.8911,0.317180,0.8412
0.6823,0.9088,-0.3684,-0.4292,-0.9658,-0.7584,0.46552,0.8260,0.317616,0.7507
0.6825,0.8704,-0.3747,-0.4814,-0.8311,-0.9655,0.46585,0.7575,0.317958,0.6593
0.6828,0.8320,-0.4019,-0.3786,-0.7776,-0.9187,0.46619,0.6922,0.318307,0.5759
0.6830,0.7937,-0.3185,-0.2892,-0.8362,-0.9750,0.46655,0.6300,0.318678,0.5001
0.6833,0.7556,-0.4250,-0.2601,-0.7517,-0.9359,0.46695,0.5709,0.319080,0.4314
0.6836,0.7178,-0.3025,-0.2030,-0.8678,-0.8222,0.46732,0.5152,0.319465,0.3698
0.6839,0.6801,-0.2612,-0.3985,-0.8540,-0.8937,0.46769,0.4626,0.319842,0.3146
0.6842,0.6427,-0.2022,-0.1779,-0.8114,-0.9106,0.46806,0.4131,0.320226,0.2655
0.6845,0.6054,-0.4775,-0.1296,-0.7006,-0.9689,0.46849,0.3665,0.320665,0.2219
0.6848,0.5683,-0.3731,-0.0828,-0.7180,-0.9099,0.46898,0.3229,0.321168,0.1835
0.6851,0.5311,-0.3149,0.0589,-0.7915,-1.0558,0.46942,0.2821,0.321618,0.1498
0.6855,0.4940,-0.4426,-0.0202,-0.9300,-1.0144,0.46993,0.2441,0.322146,0.1206
0.6859,0.4572,-0.2550,0.1510,-0.8338,-1.0357,0.47046,0.2090,0.322690,0.0956
0.6863,0.4205,-0.3086,0.0838,-0.9178,-1.0468,0.47095,0.1768,0.323192,0.0744
0.6866,0.3840,-0.2270,0.1647,-0.8304,-1.0553,0.47148,0.1475,0.323743,0.0566
0.6871,0.3477,-0.2170,0.1166,-0.8050,-1.0491,0.47209,0.1209,0.324363,0.0420
0.6875,0.3114,-0.2365,0.3570,-0.8075,-1.1207,0.47262,0.0970,0.324912,0.0302
0.6879,0.2750,-0.4169,0.2604,-0.9538,-1.0829,0.47326,0.0756,0.325569,0.0208
0.6884,0.2387,-0.4388,0.3623,-0.9606,-1.0713,0.47386,0.0570,0.326194,0.0136
0.6888,0.2023,-0.3633,0.4801,-0.6981,-1.0501,0.47446,0.0409,0.326813,0.0083
0.6893,0.1661,-0.3312,0.3544,-0.8723,-1.0511,0.47510,0.0276,0.327479,0.0046
0.6897,0.1301,-0.3359,0.4967,-0.8903,-0.9756,0.47574,0.0169,0.328135,0.0022
0.6902,0.0941,-0.2515,0.4614,-0.8122,-1.2158,0.47637,0.0089,0.328789,0.0008
0.6907,0.0581,-0.3073,0.6353,-0.9370,-1.2152,0.47705,0.0034,0.329491,0.0002
0.7079,0.9840,-0.2862,-0.5103,-0.8019,-0.8633,0.50112,0.9683,0.354741,0.9529
0.7081,0.9451,-0.2164,-0.4573,-0.8268,-0.9600,0.50138,0.8933,0.355021,0.8443
0.7083,0.9100,-0.3733,-0.5234,-0.9281,-0.9378,0.50172,0.8280,0.355375,0.7535
0.7085,0.8715,-0.3922,-0.3515,-0.8100,-0.9550,0.50196,0.7594,0.355636,0.6618
0.7087,0.8331,-0.3517,-0.4696,-0.9353,-0.9468,0.50224,0.6940,0.355937,0.5782
0.7089,0.7948,-0.4835,-0.3391,-0.8204,-0.8890,0.50251,0.6317,0.356224,0.5021
0.7091,0.7567,-0.2098,-0.2211,-0.8804,-0.8224,0.50283,0.5725,0.356562,0.4332
0.7093,0.7188,-0.4732,-0.3144,-0.9055,-1.0405,0.50317,0.5167,0.356919,0.3714
0.7096,0.6811,-0.4689,-0.1518,-0.7982,-0.8632,0.50347,0.4639,0.357235,0.3160
0.7098,0.6437,-0.2659,-0.2830,-0.7449,-1.0247,0.50380,0.4143,0.357593,0.2667
0.7100,0.6064,-0.4109,-0.1413,-0.6858,-0.8105,0.50415,0.3677,0.357963,0.2229
0.7103,0.5692,-0.3982,-0.1299,-1.0096,-1.0267,0.50459,0.3240,0.358434,0.1844
0.7106,0.5320,-0.3738,-0.1671,-0.8218,-0.8943,0.50499,0.2831,0.358864,0.1506
0.7109,0.4950,-0.3314,-0.0080,-0.8143,-1.0677,0.50545,0.2450,0.359346,0.1213
0.7113,0.4581,-0.4463,0.1135,-0.7768,-1.0337,0.50592,0.2098,0.359851,0.0961
0.7116,0.4214,-0.3702,0.0812,-0.7156,-0.9167,0.50637,0.1775,0.360330,0.0748
0.7120,0.3849,-0.3168,0.0472,-0.6412,-1.1816,0.50688,0.1481,0.360881,0.0570
0.7124,0.3485,-0.4869,0.1339,-0.8054,-1.1846,0.50746,0.1214,0.361495,0.0423
0.7127,0.3121,-0.3293,0.1501,-0.8183,-1.1878,0.50801,0.0974,0.362081,0.0304
0.7131,0.2758,-0.3614,0.2793,-0.8349,-1.2616,0.50856,0.0760,0.362673,0.0210
0.7135,0.2394,-0.3671,0.2791,-0.9227,-1.2003,0.50912,0.0573,0.363269,0.0137
0.7139,0.2030,-0.3344,0.3761,-0.9382,-0.9286,0.50972,0.0412,0.363910,0.0084
0.7144,0.1668,-0.3791,0.2843,-0.8201,-1.1648,0.51033,0.0278,0.364569,0.0046
0.7148,0.1307,-0.4693,0.4273,-0.8445,-0.9728,0.51095,0.0171,0.365233,0.0022
0.7153,0.0947,-0.3953,0.3842,-0.9082,-1.1988,0.51159,0.0090,0.365913,0.0008
0.7157,0.0587,-0.4059,0.5446,-0.8152,-1.1912,0.51224,0.0034,0.366614,0.0002
0.7341,0.9853,-0.3503,-0.3857,-0.9585,-0.9810,0.53891,0.9707,0.395621,0.9564
0.7342,0.9463,-0.5324,-0.5442,-1.1017,-0.9270,0.53904,0.8955,0.395754,0.8475
0.7344,0.8726,-0.3892,-0.4656,-0.9175,-0.9503,0.53939,0.7615,0.396142,0.6645
0.7343,0.9111,-0.4263,-0.3533,-0.7328,-0.7899,0.53921,0.8302,0.395944,0.7564
0.7345,0.8342,-0.4021,-0.4793,-0.8945,-0.9604,0.53956,0.6959,0.396331,0.5805
0.7347,0.7959,-0.2542,-0.2258,-0.9843,-0.8890,0.53976,0.6335,0.396555,0.5042
0.7348,0.7578,-0.5817,-0.2911,-0.8185,-0.9375,0.53998,0.5742,0.396795,0.4351
0.7350,0.7198,-0.3084,-0.2614,-0.8164,-0.9269,0.54024,0.5182,0.397083,0.3730
0.7352,0.6822,-0.3659,-0.2465,-0.7588,-0.9414,0.54052,0.4654,0.397389,0.3174
0.7354,0.6447,-0.3555,-0.1002,-0.8111,-1.0073,0.54079,0.4156,0.397686,0.2679
0.7356,0.6074,-0.4551,-0.0998,-0.7231,-1.0600,0.54113,0.3689,0.398060,0.2240
0.7358,0.5701,-0.3402,-0.1195,-0.8588,-1.0277,0.54147,0.3251,0.398433,0.1853
0.7361,0.5330,-0.4859,-0.0339,-0.7910,-1.1194,0.54185,0.2840,0.398853,0.1514
0.7364,0.4959,-0.4569,0.0024,-0.7739,-1.0290,0.54225,0.2459,0.399297,0.1219
0.7366,0.4589,-0.3367,0.1442,-0.7424,-0.8412,0.54265,0.2106,0.399743,0.0967
0.7370,0.4222,-0.4673,0.1557,-0.8510,-0.9366,0.54310,0.1783,0.400236,0.0753
0.7373,0.3856,-0.4496,0.1979,-0.7771,-0.9957,0.54356,0.1487,0.400753,0.0574
0.7376,0.3492,-0.4949,0.1088,-0.7407,-1.0249,0.54411,0.1220,0.401355,0.0426
0.7380,0.3128,-0.3567,0.2196,-0.6807,-1.0094,0.54463,0.0979,0.401928,0.0306
0.7384,0.2765,-0.5189,0.2510,-0.8297,-1.0150,0.54520,0.0764,0.402558,0.0211
0.7387,0.2402,-0.5074,0.2472,-0.9710,-1.0070,0.54573,0.0577,0.403154,0.0139
0.7391,0.2038,-0.4597,0.2691,-1.0505,-1.1468,0.54630,0.0415,0.403783,0.0085
0.7395,0.1675,-0.4987,0.3794,-0.9026,-1.2307,0.54689,0.0281,0.404435,0.0047
0.7399,0.1314,-0.3985,0.5832,-0.9884,-0.9919,0.54751,0.0173,0.405122,0.0023
0.7403,0.0954,-0.4627,0.4583,-0.7767,-1.1485,0.54808,0.0091,0.405753,0.0009
0.7408,0.0595,-0.4088,0.5303,-0.9360,-1.0787,0.54872,0.0035,0.406465,0.0002
0.7603,0.9866,-0.4856,-0.6329,-0.9575,-0.9211,0.57805,0.9733,0.439489,0.9602
0.7604,0.8738,-0.4265,-0.5526,-0.8442,-0.9558,0.57824,0.7635,0.439708,0.6672
0.7604,0.9124,-0.3717,-0.5654,-0.8391,-0.9743,0.57821,0.8324,0.439668,0.7595
0.7603,0.9476,-0.5798,-0.5465,-0.8837,-0.8727,0.57808,0.8979,0.439521,0.8509
0.7606,0.7971,-0.4390,-0.3364,-0.9408,-1.0106,0.57849,0.6353,0.439996,0.5064
0.7605,0.8354,-0.4097,-0.4523,-0.9863,-0.9056,0.57832,0.6979,0.439800,0.5830
0.7606,0.7589,-0.4270,-0.2470,-0.7633,-0.9394,0.57858,0.5759,0.440089,0.4370
0.7607,0.7209,-0.4471,-0.2873,-0.8218,-0.9241,0.57873,0.5198,0.440260,0.3747
0.7610,0.6457,-0.3949,-0.1874,-0.9241,-1.0133,0.57913,0.4170,0.440717,0.2692
0.7609,0.6832,-0.5233,-0.1920,-0.7412,-0.9308,0.57891,0.4668,0.440473,0.3189
0.7611,0.6084,-0.4402,-0.2013,-0.7466,-0.9799,0.57934,0.3701,0.440962,0.2252
0.7613,0.5711,-0.4136,-0.1983,-0.7511,-0.8896,0.57964,0.3262,0.441309,0.1863
0.7615,0.5339,-0.5101,-0.0684,-0.7701,-1.1679,0.57995,0.2851,0.441659,0.1522
0.7618,0.4968,-0.4020,-0.0592,-0.8478,-1.0133,0.58030,0.2468,0.442058,0.1226
0.7620,0.4598,-0.5526,-0.0448,-0.7786,-1.0135,0.58067,0.2115,0.442483,0.0972
0.7623,0.4231,-0.3711,0.1089,-0.7841,-0.8814,0.58103,0.1790,0.442897,0.0757
0.7626,0.3865,-0.5280,0.0782,-0.8604,-1.1140,0.58150,0.1494,0.443427,0.0577
0.7629,0.3501,-0.5121,0.1856,-0.7899,-1.1403,0.58197,0.1225,0.443962,0.0429
0.7632,0.3137,-0.4171,0.2632,-0.8293,-1.1154,0.58246,0.0984,0.444533,0.0309
0.7635,0.2773,-0.5402,0.3033,-0.9538,-1.0079,0.58299,0.0769,0.445134,0.0213
0.7638,0.2410,-0.4106,0.3878,-0.8694,-1.1202,0.58344,0.0581,0.445652,0.0140
0.7642,0.2046,-0.4278,0.4096,-0.8085,-1.1126,0.58394,0.0418,0.446228,0.0086
0.7645,0.1683,-0.3567,0.2788,-0.7887,-1.1102,0.58451,0.0283,0.446872,0.0048
0.7650,0.1321,-0.3746,0.4489,-0.8013,-1.0995,0.58518,0.0174,0.447641,0.0023
0.7654,0.0959,-0.3555,0.5649,-0.8669,-0.9927,0.58577,0.0092,0.448319,0.0009
0.7658,0.0599,-0.4626,0.4577,-0.8943,-1.1587,0.58639,0.0036,0.449038,0.0002
0.7865,0.7220,-0.5152,-0.2554,-0.9019,-0.9255,0.61865,0.5213,0.486595,0.3764
0.7865,0.7600,-0.4584,-0.1925,-0.8299,-0.9336,0.61855,0.5776,0.486475,0.4390
0.7865,0.7982,-0.4390,-0.3653,-0.8895,-0.9336,0.61856,0.6372,0.486491,0.5086
0.7865,0.8366,-0.4721,-0.2909,-0.9717,-0.8059,0.61856,0.6998,0.486485,0.5854
0.7865,0.8750,-0.4924,-0.5014,-0.8103,-0.9217,0.61856,0.7657,0.486494,0.6700
0.7865,0.9136,-0.5101,-0.4817,-0.8004,-1.0032,0.61860,0.8347,0.486534,0.7626
0.7865,0.9489,-0.5216,-0.3942,-0.8547,-0.9540,0.61852,0.9004,0.486437,0.8544
0.7865,0.9879,-0.5073,-0.5657,-0.9150,-0.8484,0.61859,0.9760,0.486521,0.9642
0.7866,0.6467,-0.4613,-0.0797,-0.6901,-1.0085,0.61882,0.4183,0.486792,0.2705
0.7866,0.6843,-0.4294,-0.1410,-0.8549,-0.9344,0.61871,0.4682,0.486669,0.3204
0.7868,0.6094,-0.5727,-0.1163,-0.7089,-0.9947,0.61899,0.3713,0.486998,0.2263
0.7869,0.5721,-0.5257,-0.1022,-0.8837,-0.8949,0.61924,0.3273,0.487286,0.1872
0.7871,0.5348,-0.5264,-0.0697,-0.7100,-0.9640,0.61950,0.2861,0.487594,0.1530
0.7873,0.4977,-0.4019,0.0216,-0.7680,-0.9222,0.61977,0.2477,0.487915,0.1233
0.7874,0.4607,-0.4816,0.0047,-0.7540,-0.8867,0.62005,0.2123,0.488252,0.0978
0.7877,0.4239,-0.4084,0.0322,-0.8091,-1.0431,0.62041,0.1797,0.488668,0.0762
0.7879,0.3874,-0.5844,0.1386,-0.7133,-0.9633,0.62078,0.1500,0.489108,0.0581
0.7882,0.3508,-0.5879,0.1607,-0.9199,-0.9703,0.62126,0.1231,0.489677,0.0432
0.7885,0.3145,-0.4237,0.1237,-0.8188,-1.1202,0.62166,0.0989,0.490152,0.0311
0.7888,0.2780,-0.5930,0.2125,-0.8247,-1.2131,0.62216,0.0773,0.490740,0.0215
0.7891,0.2416,-0.4309,0.2833,-0.9460,-0.9931,0.62260,0.0584,0.491265,0.0141
0.7894,0.2053,-0.4285,0.3473,-0.7865,-0.9946,0.62308,0.0421,0.491833,0.0086
0.7897,0.1689,-0.3649,0.3196,-0.7675,-1.0812,0.62361,0.0285,0.492464,0.0048
0.7901,0.1327,-0.6438,0.4209,-0.7623,-1.2154,0.62419,0.0176,0.493149,0.0023
0.7905,0.0965,-0.4591,0.4634,-0.8163,-1.1387,0.62487,0.0093,0.493953,0.0009
0.7909,0.0602,-0.5316,0.4326,-0.9002,-1.0193,0.62559,0.0036,0.494811,0.0002
0.8125,0.7231,-0.5149,-0.3162,-0.7243,-0.9991,0.66012,0.5229,0.536331,0.3781
0.8125,0.7611,-0.5370,-0.2896,-0.6949,-0.8759,0.66011,0.5793,0.536318,0.4409
0.8126,0.7994,-0.5957,-0.3226,-0.8656,-0.9454,0.66024,0.6390,0.536481,0.5108
0.8126,0.6103,-0.4984,-0.2370,-0.8413,-0.8804,0.66030,0.3725,0.536558,0.2273
0.8125,0.6477,-0.4224,-0.1716,-0.7085,-0.8786,0.66020,0.4196,0.536430,0.2718
0.8125,0.6853,-0.5036,-0.1378,-0.6972,-0.9210,0.66014,0.4697,0.536351,0.3219
0.8126,0.8377,-0.4441,-0.2232,-0.8050,-0.9575,0.66031,0.7018,0.536568,0.5879
0.8127,0.8762,-0.4817,-0.3462,-0.8964,-0.9561,0.66044,0.7678,0.536726,0.6728
0.8128,0.9149,-0.5484,-0.5036,-0.7816,-1.0639,0.66061,0.8370,0.536926,0.7658
0.8128,0.9502,-0.5480,-0.5614,-0.8394,-1.0105,0.66063,0.9029,0.536959,0.8579
0.8127,0.5730,-0.5414,-0.0994,-0.8505,-1.0079,0.66047,0.3283,0.536765,0.1881
0.8129,0.9892,-0.4153,-0.5295,-0.8660,-0.9718,0.66080,0.9786,0.537161,0.9681
0.8128,0.5357,-0.4881,-0.2193,-0.8530,-1.1322,0.66070,0.2870,0.537036,0.1537
0.8130,0.4985,-0.5438,0.0133,-0.7959,-0.9704,0.66097,0.2485,0.537366,0.1239
0.8131,0.4615,-0.7192,-0.0646,-0.7517,-1.0865,0.66115,0.2130,0.537591,0.0983
0.8133,0.4246,-0.5357,0.1177,-1.0636,-1.0075,0.66150,0.1803,0.538017,0.0766
0.8135,0.3880,-0.6002,0.1077,-0.6993,-0.9784,0.66178,0.1505,0.538361,0.0584
0.8137,0.3516,-0.5707,0.1057,-0.9632,-1.1209,0.66214,0.1236,0.538802,0.0435
0.8140,0.3151,-0.6509,0.2331,-0.7839,-1.0449,0.66254,0.0993,0.539281,0.0313
0.8142,0.2786,-0.5038,0.2448,-0.6778,-0.9916,0.66296,0.0776,0.539803,0.0216
0.8145,0.2422,-0.5814,0.2529,-0.8190,-0.9919,0.66345,0.0587,0.540396,0.0142
0.8148,0.2057,-0.4516,0.3647,-0.8230,-0.9421,0.66387,0.0423,0.540912,0.0087
0.8151,0.1694,-0.4644,0.3835,-0.7911,-1.0128,0.66438,0.0287,0.541537,0.0049
0.8154,0.1332,-0.5022,0.4868,-0.7686,-1.1550,0.66493,0.0177,0.542201,0.0024
0.8158,0.0970,-0.5351,0.5208,-0.7863,-1.1226,0.66550,0.0094,0.542903,0.0009
0.8162,0.0607,-0.5200,0.5364,-0.9140,-0.9470,0.66619,0.0037,0.543748,0.0002
0.8384,0.6864,-0.4685,-0.2380,-0.9569,-1.0520,0.70295,0.4711,0.589365,0.3234
0.8385,0.5740,-0.4759,-0.1121,-0.8761,-0.9553,0.70300,0.3294,0.589434,0.1891
0.8384,0.6113,-0.5195,-0.0388,-0.6719,-0.8119,0.70288,0.3737,0.589275,0.2284
0.8384,0.6487,-0.4024,-0.1436,-0.7255,-0.9479,0.70290,0.4209,0.589300,0.2730
0.8385,0.7242,-0.6002,-0.2949,-0.7164,-0.9908,0.70303,0.5245,0.589470,0.3798
0.8385,0.7623,-0.6143,-0.3562,-0.8012,-1.0472,0.70315,0.5810,0.589615,0.4429
0.8386,0.5366,-0.4970,-0.1050,-0.6912,-1.0360,0.70319,0.2879,0.589675,0.1545
0.8386,0.8006,-0.3985,-0.4976,-0.8828,-0.9611,0.70329,0.6409,0.589799,0.5131
0.8387,0.8390,-0.5583,-0.4447,-0.7499,-1.0237,0.70349,0.7039,0.590044,0.5906
